timestamp,ticker,action,quantity,exchange,price,commission
2015-03-10 00:00:00,AAPL,BOT,12130,ARCA,124.51,60.65
2015-03-11 00:00:00,^GSPC,BOT,10000,ARCA,2040.24,50.0
2015-03-11 00:00:00,AAPL,SLD,12130,ARCA,122.24,60.65
2015-03-18 00:00:00,^GSPC,SLD,10000,ARCA,2099.5,50.0
2015-03-18 00:00:00,AAPL,BOT,12130,ARCA,128.47,60.65
2015-03-19 00:00:00,^GSPC,BOT,10000,ARCA,2089.27,50.0
2015-03-19 00:00:00,AAPL,SLD,12130,ARCA,127.5,60.65
2015-03-20 00:00:00,^GSPC,SLD,10000,ARCA,2108.1001,50.0
2015-03-20 00:00:00,AAPL,BOT,12130,ARCA,125.9,60.65
2015-03-23 00:00:00,^GSPC,BOT,10000,ARCA,2104.4199,50.0
2015-03-23 00:00:00,AAPL,SLD,12130,ARCA,127.21,60.65
2015-04-13 00:00:00,^GSPC,BOT,10000,ARCA,2092.4299,50.0
2015-04-13 00:00:00,AAPL,SLD,12130,ARCA,126.85,60.65
2015-04-14 00:00:00,^GSPC,SLD,10000,ARCA,2095.8401,50.0
2015-04-14 00:00:00,AAPL,BOT,12130,ARCA,126.3,60.65
2015-04-15 00:00:00,^GSPC,SLD,10000,ARCA,2106.6299,50.0
2015-04-15 00:00:00,AAPL,BOT,12130,ARCA,126.78,60.65
2015-04-20 00:00:00,^GSPC,BOT,10000,ARCA,2100.3999,50.0
2015-04-20 00:00:00,AAPL,SLD,12130,ARCA,127.6,60.65
2015-04-29 00:00:00,^GSPC,SLD,10000,ARCA,2106.8501,50.0
2015-04-29 00:00:00,AAPL,BOT,12130,ARCA,128.64,60.65
2015-05-01 00:00:00,^GSPC,BOT,10000,ARCA,2108.29,50.0
2015-05-01 00:00:00,AAPL,SLD,12130,ARCA,128.95,60.65
2015-05-11 00:00:00,^GSPC,BOT,10000,ARCA,2105.3301,50.0
2015-05-11 00:00:00,AAPL,SLD,12130,ARCA,126.32,60.65
2015-05-13 00:00:00,^GSPC,SLD,10000,ARCA,2098.48,50.0
2015-05-13 00:00:00,AAPL,BOT,12130,ARCA,126.01,60.65
2015-05-22 00:00:00,^GSPC,BOT,10000,ARCA,2126.0601,50.0
2015-05-22 00:00:00,AAPL,SLD,12130,ARCA,132.54,60.65
2015-05-26 00:00:00,^GSPC,SLD,10000,ARCA,2104.2,50.0
2015-05-26 00:00:00,AAPL,BOT,12130,ARCA,129.62,60.65
2015-05-29 00:00:00,^GSPC,SLD,10000,ARCA,2107.3899,50.0
2015-05-29 00:00:00,AAPL,BOT,12130,ARCA,130.28,60.65
2015-06-01 00:00:00,^GSPC,BOT,10000,ARCA,2111.73,50.0
2015-06-01 00:00:00,AAPL,SLD,12130,ARCA,130.54,60.65
2015-06-19 00:00:00,^GSPC,SLD,10000,ARCA,2109.99,50.0
2015-06-19 00:00:00,AAPL,BOT,12130,ARCA,126.6,60.65
2015-06-22 00:00:00,^GSPC,BOT,10000,ARCA,2122.8501,50.0
2015-06-22 00:00:00,AAPL,SLD,12130,ARCA,127.61,60.65
2015-06-26 00:00:00,^GSPC,SLD,10000,ARCA,2101.49,50.0
2015-06-26 00:00:00,AAPL,BOT,12130,ARCA,126.75,60.65
2015-07-01 00:00:00,^GSPC,BOT,10000,ARCA,2077.4199,50.0
2015-07-01 00:00:00,AAPL,SLD,12130,ARCA,126.6,60.65
2015-07-28 00:00:00,^GSPC,SLD,10000,ARCA,2093.25,50.0
2015-07-28 00:00:00,AAPL,BOT,12130,ARCA,123.38,60.65
2015-07-30 00:00:00,^GSPC,BOT,10000,ARCA,2108.6299,50.0
2015-07-30 00:00:00,AAPL,SLD,12130,ARCA,122.37,60.65
2015-08-06 00:00:00,^GSPC,SLD,10000,ARCA,2083.5601,50.0
2015-08-06 00:00:00,AAPL,BOT,12130,ARCA,115.13,60.65
2015-08-07 00:00:00,^GSPC,BOT,10000,ARCA,2077.5701,50.0
2015-08-07 00:00:00,AAPL,SLD,12130,ARCA,115.52,60.65
2015-08-12 00:00:00,^GSPC,SLD,10000,ARCA,2086.05,50.0
2015-08-12 00:00:00,AAPL,BOT,12130,ARCA,115.24,60.65
2015-08-13 00:00:00,^GSPC,BOT,10000,ARCA,2083.3899,50.0
2015-08-13 00:00:00,AAPL,SLD,12130,ARCA,115.15,60.65
2015-08-13 00:00:00,^GSPC,BOT,10000,ARCA,2083.3899,50.0
2015-08-14 00:00:00,AAPL,SLD,12130,ARCA,115.96,60.65
2015-08-19 00:00:00,^GSPC,SLD,10000,ARCA,2079.6101,50.0
2015-08-19 00:00:00,AAPL,BOT,12130,ARCA,115.01,60.65
2015-08-21 00:00:00,^GSPC,SLD,10000,ARCA,1970.89,50.0
2015-08-21 00:00:00,AAPL,BOT,12130,ARCA,105.76,60.65
2015-08-28 00:00:00,^GSPC,BOT,10000,ARCA,1988.87,50.0
2015-08-28 00:00:00,AAPL,SLD,12130,ARCA,113.29,60.65
2015-09-18 00:00:00,^GSPC,SLD,10000,ARCA,1958.03,50.0
2015-09-18 00:00:00,AAPL,BOT,12130,ARCA,113.45,60.65
2015-09-21 00:00:00,^GSPC,BOT,10000,ARCA,1966.97,50.0
2015-09-21 00:00:00,AAPL,SLD,12130,ARCA,115.21,60.65
2015-10-12 00:00:00,^GSPC,BOT,10000,ARCA,2017.46,50.0
2015-10-12 00:00:00,AAPL,SLD,12130,ARCA,111.6,60.65
2015-10-21 00:00:00,^GSPC,SLD,10000,ARCA,2018.9399,50.0
2015-10-21 00:00:00,AAPL,BOT,12130,ARCA,113.76,60.65
2015-10-28 00:00:00,^GSPC,SLD,10000,ARCA,2090.3501,50.0
2015-10-28 00:00:00,AAPL,BOT,12130,ARCA,119.27,60.65
2015-11-02 00:00:00,^GSPC,BOT,10000,ARCA,2104.05,50.0
2015-11-02 00:00:00,AAPL,SLD,12130,ARCA,121.18,60.65
2015-11-19 00:00:00,^GSPC,BOT,10000,ARCA,2081.24,50.0
2015-11-19 00:00:00,AAPL,SLD,12130,ARCA,118.78,60.65
2015-11-20 00:00:00,^GSPC,SLD,10000,ARCA,2089.1699,50.0
2015-11-20 00:00:00,AAPL,BOT,12130,ARCA,119.3,60.65
2015-11-23 00:00:00,^GSPC,BOT,10000,ARCA,2086.5901,50.0
2015-11-23 00:00:00,AAPL,SLD,12130,ARCA,117.75,60.65
2015-11-24 00:00:00,^GSPC,SLD,10000,ARCA,2089.1399,50.0
2015-11-24 00:00:00,AAPL,BOT,12130,ARCA,118.88,60.65
2015-11-25 00:00:00,^GSPC,BOT,10000,ARCA,2088.8701,50.0
2015-11-25 00:00:00,AAPL,SLD,12130,ARCA,118.03,60.65
2015-11-30 00:00:00,^GSPC,SLD,10000,ARCA,2080.4099,50.0
2015-11-30 00:00:00,AAPL,BOT,12130,ARCA,118.3,60.65
2015-12-18 00:00:00,^GSPC,SLD,10000,ARCA,2005.55,50.0
2015-12-18 00:00:00,AAPL,BOT,12130,ARCA,106.03,60.65
2015-12-21 00:00:00,^GSPC,BOT,10000,ARCA,2021.15,50.0
2015-12-21 00:00:00,AAPL,SLD,12130,ARCA,107.33,60.65
2015-12-24 00:00:00,^GSPC,BOT,10000,ARCA,2060.99,50.0
2015-12-24 00:00:00,AAPL,SLD,12130,ARCA,108.03,60.65
2016-01-04 00:00:00,^GSPC,SLD,10000,ARCA,2012.66,50.0
2016-01-04 00:00:00,AAPL,BOT,12130,ARCA,105.35,60.65
