timestamp,ticker,action,quantity,exchange,price,commission
2015-06-19 00:00:00,CSTM,BOT,12130,ARCA,12.11,60.65
2015-06-23 00:00:00,ARNC,BOT,10000,ARCA,26.4018,50.0
2015-06-23 00:00:00,CSTM,SLD,12130,ARCA,12.42,60.65
2015-07-01 00:00:00,ARNC,SLD,10000,ARCA,24.895,50.0
2015-07-01 00:00:00,CSTM,BOT,12130,ARCA,11.75,60.65
2015-07-02 00:00:00,ARNC,BOT,10000,ARCA,24.9625,50.0
2015-07-02 00:00:00,CSTM,SLD,12130,ARCA,11.29,60.65
2015-07-07 00:00:00,ARNC,SLD,10000,ARCA,24.8725,50.0
2015-07-07 00:00:00,CSTM,BOT,12130,ARCA,11.31,60.65
2015-07-10 00:00:00,ARNC,BOT,10000,ARCA,23.9055,50.0
2015-07-10 00:00:00,CSTM,SLD,12130,ARCA,10.36,60.65
2015-07-22 00:00:00,ARNC,SLD,10000,ARCA,22.4662,50.0
2015-07-22 00:00:00,CSTM,BOT,12130,ARCA,10.17,60.65
2015-07-23 00:00:00,ARNC,BOT,10000,ARCA,22.3988,50.0
2015-07-23 00:00:00,CSTM,SLD,12130,ARCA,10.76,60.65
2015-08-06 00:00:00,ARNC,BOT,10000,ARCA,22.2863,50.0
2015-08-06 00:00:00,CSTM,SLD,12130,ARCA,5.89,60.65
2015-08-07 00:00:00,ARNC,SLD,10000,ARCA,21.1619,50.0
2015-08-07 00:00:00,CSTM,BOT,12130,ARCA,6.54,60.65
2015-08-11 00:00:00,ARNC,SLD,10000,ARCA,21.3193,50.0
2015-08-11 00:00:00,CSTM,BOT,12130,ARCA,6.62,60.65
2015-08-12 00:00:00,ARNC,BOT,10000,ARCA,21.3868,50.0
2015-08-12 00:00:00,CSTM,SLD,12130,ARCA,6.7,60.65
2015-08-21 00:00:00,ARNC,SLD,10000,ARCA,19.6327,50.0
2015-08-21 00:00:00,CSTM,BOT,12130,ARCA,6.3,60.65
2015-08-25 00:00:00,ARNC,BOT,10000,ARCA,18.2384,50.0
2015-08-25 00:00:00,CSTM,SLD,12130,ARCA,6.41,60.65
2015-08-28 00:00:00,ARNC,SLD,10000,ARCA,21.1619,50.0
2015-08-28 00:00:00,CSTM,BOT,12130,ARCA,6.59,60.65
2015-08-31 00:00:00,ARNC,BOT,10000,ARCA,21.2519,50.0
2015-08-31 00:00:00,CSTM,SLD,12130,ARCA,6.55,60.65
2015-09-01 00:00:00,ARNC,BOT,10000,ARCA,20.7346,50.0
2015-09-01 00:00:00,CSTM,SLD,12130,ARCA,6.04,60.65
2015-09-03 00:00:00,ARNC,SLD,10000,ARCA,21.5217,50.0
2015-09-03 00:00:00,CSTM,BOT,12130,ARCA,6.38,60.65
2015-09-04 00:00:00,ARNC,SLD,10000,ARCA,21.3418,50.0
2015-09-04 00:00:00,CSTM,BOT,12130,ARCA,6.2,60.65
2015-09-08 00:00:00,ARNC,BOT,10000,ARCA,21.8591,50.0
2015-09-08 00:00:00,CSTM,SLD,12130,ARCA,6.53,60.65
2015-09-28 00:00:00,ARNC,SLD,10000,ARCA,21.5667,50.0
2015-09-28 00:00:00,CSTM,BOT,12130,ARCA,6.42,60.65
2015-09-29 00:00:00,ARNC,BOT,10000,ARCA,21.2519,50.0
2015-09-29 00:00:00,CSTM,SLD,12130,ARCA,6.39,60.65
2015-10-21 00:00:00,ARNC,BOT,10000,ARCA,20.4873,50.0
2015-10-21 00:00:00,CSTM,SLD,12130,ARCA,4.98,60.65
2015-10-22 00:00:00,ARNC,SLD,10000,ARCA,20.4423,50.0
2015-10-22 00:00:00,CSTM,BOT,12130,ARCA,4.86,60.65
2015-10-22 00:00:00,ARNC,SLD,10000,ARCA,20.4423,50.0
2015-10-22 00:00:00,CSTM,BOT,12130,ARCA,4.86,60.65
2015-10-23 00:00:00,ARNC,BOT,10000,ARCA,20.5547,50.0
2015-10-23 00:00:00,CSTM,SLD,12130,ARCA,4.78,60.65
2015-10-30 00:00:00,ARNC,BOT,10000,ARCA,20.0825,50.0
2015-10-30 00:00:00,CSTM,SLD,12130,ARCA,3.77,60.65
2015-11-03 00:00:00,ARNC,SLD,10000,ARCA,21.0944,50.0
2015-11-03 00:00:00,CSTM,BOT,12130,ARCA,5.24,60.65
2015-11-05 00:00:00,ARNC,BOT,10000,ARCA,20.6897,50.0
2015-11-05 00:00:00,CSTM,SLD,12130,ARCA,6.55,60.65
2015-11-09 00:00:00,ARNC,SLD,10000,ARCA,19.3628,50.0
2015-11-09 00:00:00,CSTM,BOT,12130,ARCA,7.35,60.65
2015-11-23 00:00:00,ARNC,SLD,10000,ARCA,20.3973,50.0
2015-11-23 00:00:00,CSTM,BOT,12130,ARCA,8.19,60.65
2015-11-24 00:00:00,ARNC,BOT,10000,ARCA,20.4423,50.0
2015-11-24 00:00:00,CSTM,SLD,12130,ARCA,8.61,60.65
2015-11-27 00:00:00,ARNC,BOT,10000,ARCA,20.9595,50.0
2015-11-27 00:00:00,CSTM,SLD,12130,ARCA,8.59,60.65
2015-11-30 00:00:00,ARNC,SLD,10000,ARCA,21.0495,50.0
2015-11-30 00:00:00,CSTM,BOT,12130,ARCA,8.79,60.65
2015-12-07 00:00:00,ARNC,SLD,10000,ARCA,20.3298,50.0
2015-12-07 00:00:00,CSTM,BOT,12130,ARCA,8.22,60.65
2015-12-09 00:00:00,ARNC,BOT,10000,ARCA,19.6552,50.0
2015-12-09 00:00:00,CSTM,SLD,12130,ARCA,8.02,60.65
2015-12-11 00:00:00,ARNC,SLD,10000,ARCA,19.925,50.0
2015-12-11 00:00:00,CSTM,BOT,12130,ARCA,7.44,60.65
2015-12-15 00:00:00,ARNC,BOT,10000,ARCA,20.5097,50.0
2015-12-15 00:00:00,CSTM,SLD,12130,ARCA,7.49,60.65
2015-12-23 00:00:00,ARNC,SLD,10000,ARCA,22.916,50.0
2015-12-23 00:00:00,CSTM,BOT,12130,ARCA,8.75,60.65
2015-12-24 00:00:00,ARNC,BOT,10000,ARCA,22.7586,50.0
2015-12-24 00:00:00,CSTM,SLD,12130,ARCA,8.41,60.65
